record_id,amount,record_date,reference,vendor_name,tax_identity
P_000057,72087.00,2025-03-09,INV/2025/38752,Vendor 57 Pvt Ltd,27AAAAA5375A1Z6
P_000058,3883.00,2025-11-19,INV/2025/80806,Vendor 58 Pvt Ltd,27AAAAA2989A1Z0
P_000059,72484.00,2025-07-28,INV/2025/13217,Vendor 59 Pvt Ltd,27AAAAA1224A1ZQ
P_000060,60582.00,2025-03-02,INV/2025/85896,Vendor 60 Pvt Ltd,27AAAAA2858A1Z8
P_000061,54559.00,2025-09-05,INV/2025/62894,Vendor 61 Pvt Ltd,27AAAAA5479A1Z1
P_000062,25083.00,2025-11-03,INV/2025/67616,Vendor 62 Pvt Ltd,27AAAAA7284A1Z2
P_000063,44648.00,2025-09-17,INV/2025/36018,Vendor 63 Pvt Ltd,27AAAAA7798A1ZR
P_000064,19576.00,2025-08-17,INV/2025/71592,Vendor 64 Pvt Ltd,27AAAAA9022A1ZE
P_000065,49541.00,2025-08-22,INV/2025/43176,Vendor 65 Pvt Ltd,27AAAAA9903A1Z8
P_000066,75046.00,2025-07-16,INV/2025/31613,Vendor 66 Pvt Ltd,27AAAAA4912A1ZH
P_000067,97709.00,2025-08-31,INV/2025/93435,Vendor 67 Pvt Ltd,27AAAAA6213A1ZJ
P_000068,65023.00,2025-01-19,INV/2025/17547,Vendor 68 Pvt Ltd,27AAAAA3492A1Z8
P_000069,57811.00,2025-02-21,INV/2025/69937,Vendor 69 Pvt Ltd,27AAAAA2644A1ZG
P_000070,53836.00,2025-12-02,INV/2025/21232,Vendor 70 Pvt Ltd,27AAAAA3361A1ZG
P_000071,44475.00,2025-11-16,INV/2025/91794,Vendor 71 Pvt Ltd,27AAAAA5342A1ZF
P_000072,88489.00,2025-10-01,INV/2025/50808,Vendor 72 Pvt Ltd,27AAAAA6383A1Z4
P_000073,71012.00,2025-01-19,INV/2025/81931,Vendor 73 Pvt Ltd,27AAAAA8994A1ZR
P_000074,29917.00,2025-02-16,INV/2025/57881,Vendor 74 Pvt Ltd,27AAAAA5708A1ZD
P_000075,58253.00,2025-03-27,INV/2025/91964,Vendor 75 Pvt Ltd,27AAAAA2646A1ZE
P_000076,7455.00,2025-05-31,INV/2025/47984,Vendor 76 Pvt Ltd,27AAAAA6314A1ZH
P_000077,54108.00,2025-10-17,INV/2025/90364,Vendor 77 Pvt Ltd,27AAAAA9702A1ZB
P_000078,81326.00,2025-12-16,INV/2025/32566,Vendor 78 Pvt Ltd,27AAAAA7267A1Z3
P_000079,60543.00,2025-11-23,INV/2025/34289,Vendor 79 Pvt Ltd,27AAAAA4804A1ZI
P_000080,37800.00,2025-12-13,INV/2025/72643,Vendor 80 Pvt Ltd,27AAAAA8622A1ZA
P_000081,77114.00,2025-06-03,INV/2025/84746,Vendor 81 Pvt Ltd,27AAAAA6661A1Z7
P_000082,39699.00,2025-04-12,INV/2025/51422,Vendor 82 Pvt Ltd,27AAAAA8484A1ZY
P_000083,75063.00,2025-07-03,INV/2025/76341,Vendor 83 Pvt Ltd,27AAAAA7248A1Z6
P_000084,86375.00,2025-07-22,INV/2025/36976,Vendor 84 Pvt Ltd,27AAAAA1359A1ZE
P_000085,79582.00,2025-09-12,INV/2025/38512,Vendor 85 Pvt Ltd,27AAAAA1803A1ZP
P_000086,83542.00,2025-04-08,INV/2025/82381,Vendor 86 Pvt Ltd,27AAAAA4588A1Z1
P_000087,82445.00,2025-02-19,INV/2025/83242,Vendor 87 Pvt Ltd,27AAAAA3240A1ZM
P_000088,76065.00,2025-07-06,INV/2025/96991,Vendor 88 Pvt Ltd,27AAAAA1546A1ZH
P_000089,98073.00,2025-08-01,INV/2025/24021,Vendor 89 Pvt Ltd,27AAAAA6352A1ZB
P_000090,69679.00,2025-09-14,INV/2025/36720,Vendor 90 Pvt Ltd,27AAAAA6994A1ZV
P_000091,97953.00,2025-06-23,INV/2025/16095,Vendor 91 Pvt Ltd,27AAAAA5835A1Z9
P_000092,88747.00,2025-12-12,INV/2025/53089,Vendor 92 Pvt Ltd,27AAAAA4696A1Z0
P_000093,11936.00,2025-07-22,INV/2025/2824,Vendor 93 Pvt Ltd,27AAAAA6992A1ZX
P_000094,88288.00,2025-12-11,INV/2025/35362,Vendor 94 Pvt Ltd,27AAAAA7038A1ZA
P_000095,14301.00,2025-12-12,INV/2025/31647,Vendor 95 Pvt Ltd,27AAAAA7086A1Z2
P_000096,80064.00,2025-04-24,INV/2025/85889,Vendor 96 Pvt Ltd,27AAAAA6374A1Z5
P_000097,85197.00,2025-07-29,INV/2025/16292,Vendor 97 Pvt Ltd,27AAAAA5951A1Z8
P_000098,64669.00,2025-03-01,INV/2025/13739,Vendor 98 Pvt Ltd,27AAAAA5986A1ZX
P_000099,59559.00,2025-07-09,INV/2025/88881,Vendor 99 Pvt Ltd,27AAAAA7367A1Z2
P_000100,55035.00,2025-10-28,INV/2025/98290,Vendor 100 Pvt Ltd,27AAAAA9850A1Z2
P_000101,80794.00,2025-07-28,INV/2025/37666,Vendor 101 Pvt Ltd,27AAAAA9017A1ZB
P_000102,58387.00,2025-05-01,INV/2025/48537,Vendor 102 Pvt Ltd,27AAAAA8264A1Z4
P_000103,84618.00,2025-07-03,INV/2025/8936,Vendor 103 Pvt Ltd,27AAAAA9920A1Z7
P_000104,59700.00,2025-02-16,INV/2025/87870,Vendor 104 Pvt Ltd,27AAAAA3001A1ZV
P_000105,6729.00,2025-06-20,INV/2025/32925,Vendor 105 Pvt Ltd,27AAAAA1349A1ZG
P_000106,9092.00,2025-10-11,INV/2025/28152,Vendor 106 Pvt Ltd,27AAAAA4362A1ZD
P_000107,19440.00,2025-11-02,INV/2025/1371,Vendor 107 Pvt Ltd,27AAAAA6383A1Z4
P_000108,70907.00,2025-05-09,INV/2025/23871,Vendor 108 Pvt Ltd,27AAAAA3129A1ZI
P_000109,2047.00,2025-07-03,INV/2025/32186,Vendor 109 Pvt Ltd,27AAAAA3159A1ZC
P_000110,16714.00,2025-08-04,INV/2025/69955,Vendor 110 Pvt Ltd,27AAAAA1858A1ZA
P_000111,47553.00,2025-09-20,INV/2025/78812,Vendor 111 Pvt Ltd,27AAAAA8344A1Z7
P_000112,95421.00,2025-12-04,INV/2025/69347,Vendor 112 Pvt Ltd,27AAAAA1710A1ZR
P_000113,8072.00,2025-09-03,INV/2025/53640,Vendor 113 Pvt Ltd,27AAAAA1510A1ZT
P_000114,9732.00,2025-02-11,INV/2025/43219,Vendor 114 Pvt Ltd,27AAAAA8267A1Z1
P_000115,93443.00,2025-06-16,INV/2025/50925,Vendor 115 Pvt Ltd,27AAAAA9984A1ZR
P_000116,66363.00,2025-11-06,INV/2025/57387,Vendor 116 Pvt Ltd,27AAAAA8433A1Z9
P_000117,56470.00,2025-08-20,INV/2025/30949,Vendor 117 Pvt Ltd,27AAAAA4522A1ZJ
P_000118,54624.00,2025-02-18,INV/2025/41966,Vendor 118 Pvt Ltd,27AAAAA7532A1ZB
P_000119,20106.00,2025-12-18,INV/2025/63163,Vendor 119 Pvt Ltd,27AAAAA7132A1ZF
P_000120,56706.00,2025-02-19,INV/2025/98594,Vendor 120 Pvt Ltd,27AAAAA2527A1ZI
P_000121,87919.00,2025-03-04,INV/2025/54845,Vendor 121 Pvt Ltd,27AAAAA6400A1ZM
P_000122,94610.00,2025-01-27,INV/2025/38700,Vendor 122 Pvt Ltd,27AAAAA7929A1Z2
P_000123,27984.00,2025-03-21,INV/2025/87079,Vendor 123 Pvt Ltd,27AAAAA9313A1ZC
P_000124,73010.00,2025-07-08,INV/2025/16058,Vendor 124 Pvt Ltd,27AAAAA6736A1Z7
P_000125,79922.00,2025-12-03,INV/2025/91894,Vendor 125 Pvt Ltd,27AAAAA1430A1ZQ
P_000126,44641.00,2025-06-29,INV/2025/1800,Vendor 126 Pvt Ltd,27AAAAA6062A1ZC
P_000127,9220.00,2025-03-14,INV/2025/98120,Vendor 127 Pvt Ltd,27AAAAA7566A1Z1
P_000128,28297.00,2025-07-12,INV/2025/56028,Vendor 128 Pvt Ltd,27AAAAA9691A1ZV
P_000129,94681.00,2025-06-16,INV/2025/75395,Vendor 129 Pvt Ltd,27AAAAA6105A1ZK
P_000130,88438.00,2025-02-11,INV/2025/36665,Vendor 130 Pvt Ltd,27AAAAA1815A1ZL
P_000131,54387.00,2025-05-20,INV/2025/29255,Vendor 131 Pvt Ltd,27AAAAA8242A1ZA
P_000132,88995.00,2025-12-14,INV/2025/78743,Vendor 132 Pvt Ltd,27AAAAA5640A1ZE
P_000133,29003.00,2025-07-22,INV/2025/79554,Vendor 133 Pvt Ltd,27AAAAA1744A1ZH
P_000134,18087.00,2025-05-11,INV/2025/38938,Vendor 134 Pvt Ltd,27AAAAA4460A1ZE
P_000135,23128.00,2025-03-08,INV/2025/50834,Vendor 135 Pvt Ltd,27AAAAA8055A1Z7
P_000136,9547.00,2025-07-23,INV/2025/98260,Vendor 136 Pvt Ltd,27AAAAA6802A1ZG
P_000137,41133.00,2025-10-22,INV/2025/57267,Vendor 137 Pvt Ltd,27AAAAA2275A1ZD
P_000138,15196.00,2025-07-27,INV/2025/3733,Vendor 138 Pvt Ltd,27AAAAA5743A1ZA
P_000139,90488.00,2025-07-05,INV/2025/12551,Vendor 139 Pvt Ltd,27AAAAA8538A1Z3
P_000140,77284.00,2025-07-25,INV/2025/69676,Vendor 140 Pvt Ltd,27AAAAA8138A1Z7
P_000141,29141.00,2025-06-20,INV/2025/23037,Vendor 141 Pvt Ltd,27AAAAA6562A1Z7
P_000142,66940.00,2025-04-10,INV/2025/46793,Vendor 142 Pvt Ltd,27AAAAA9693A1ZT
P_000143,31068.00,2025-02-22,INV/2025/20194,Vendor 143 Pvt Ltd,27AAAAA3419A1ZH
P_000144,99742.00,2025-12-02,INV/2025/10876,Vendor 144 Pvt Ltd,27AAAAA3504A1ZN
P_000145,60911.00,2025-10-16,INV/2025/76952,Vendor 145 Pvt Ltd,27AAAAA9095A1ZX
P_000146,82310.00,2025-06-11,INV/2025/20786,Vendor 146 Pvt Ltd,27AAAAA6295A1Z1
P_000147,36102.00,2025-10-30,INV/2025/8362,Vendor 147 Pvt Ltd,27AAAAA5961A1Z6
P_000148,59333.00,2025-01-20,INV/2025/8456,Vendor 148 Pvt Ltd,27AAAAA8565A1Z0
P_000149,80710.00,2025-11-01,INV/2025/67462,Vendor 149 Pvt Ltd,27AAAAA2479A1Z7
P_000150,59047.00,2025-10-20,INV/2025/86437,Vendor 150 Pvt Ltd,27AAAAA1672A1ZE
P_000151,19873.00,2025-02-01,INV/2025/60050,Vendor 151 Pvt Ltd,27AAAAA9214A1ZC
P_000152,93726.00,2025-02-13,INV/2025/67132,Vendor 152 Pvt Ltd,27AAAAA6626A1ZA
P_000153,57695.00,2025-09-26,INV/2025/69517,Vendor 153 Pvt Ltd,27AAAAA8172A1Z5
P_000154,50879.00,2025-07-29,INV/2025/45350,Vendor 154 Pvt Ltd,27AAAAA5634A1ZC
P_000155,8739.00,2025-06-18,INV/2025/13387,Vendor 155 Pvt Ltd,27AAAAA6482A1Z4
P_000156,43794.00,2025-02-11,INV/2025/77380,Vendor 156 Pvt Ltd,27AAAAA3463A1ZD
P_000157,17001.00,2025-11-01,INV/2025/93908,Vendor 157 Pvt Ltd,27AAAAA7421A1ZF
P_000158,84443.00,2025-06-18,INV/2025/17750,Vendor 158 Pvt Ltd,27AAAAA7171A1Z8
P_000159,12349.00,2025-11-27,INV/2025/88878,Vendor 159 Pvt Ltd,27AAAAA9624A1Z6
P_000160,40583.00,2025-04-03,INV/2025/29074,Vendor 160 Pvt Ltd,27AAAAA6940A1Z9
P_000161,29793.00,2025-03-12,INV/2025/21308,Vendor 161 Pvt Ltd,27AAAAA4145A1ZG
P_000162,66643.00,2025-10-04,INV/2025/97815,Vendor 162 Pvt Ltd,27AAAAA2657A1ZB
P_000163,81106.00,2025-03-09,INV/2025/79282,Vendor 163 Pvt Ltd,27AAAAA6517A1ZC
P_000164,94626.00,2025-08-13,INV/2025/6726,Vendor 164 Pvt Ltd,27AAAAA3712A1ZL
P_000165,58322.00,2025-11-09,INV/2025/38346,Vendor 165 Pvt Ltd,27AAAAA4891A1Z3
P_000166,40662.00,2025-08-29,INV/2025/26430,Vendor 166 Pvt Ltd,27AAAAA4918A1ZB
P_000167,60613.00,2025-05-25,INV/2025/51052,Vendor 167 Pvt Ltd,27AAAAA8218A1ZA
P_000168,79354.00,2025-03-12,INV/2025/33768,Vendor 168 Pvt Ltd,27AAAAA4271A1ZD
P_000169,72784.00,2025-02-22,INV/2025/94244,Vendor 169 Pvt Ltd,27AAAAA7081A1Z7
P_000170,35855.00,2025-08-19,INV/2025/68286,Vendor 170 Pvt Ltd,27AAAAA3626A1ZG
P_000171,59230.00,2025-06-28,INV/2025/4495,Vendor 171 Pvt Ltd,27AAAAA4637A1ZB
P_000172,31003.00,2025-07-17,INV/2025/11696,Vendor 172 Pvt Ltd,27AAAAA7126A1ZD
P_000173,93777.00,2025-11-29,INV/2025/44947,Vendor 173 Pvt Ltd,27AAAAA2623A1ZL
P_000174,91335.00,2025-03-13,INV/2025/93476,Vendor 174 Pvt Ltd,27AAAAA8740A1Z7
P_000175,2590.00,2025-05-12,INV/2025/29266,Vendor 175 Pvt Ltd,27AAAAA2298A1Z6
P_000176,55576.00,2025-02-26,INV/2025/38762,Vendor 176 Pvt Ltd,27AAAAA9647A1ZZ
P_000177,55127.00,2025-11-24,INV/2025/82633,Vendor 177 Pvt Ltd,27AAAAA4906A1ZF
P_000178,78315.00,2025-10-02,INV/2025/3154,Vendor 178 Pvt Ltd,27AAAAA9189A1ZU
P_000179,38277.00,2025-08-08,INV/2025/1205,Vendor 179 Pvt Ltd,27AAAAA3352A1ZH
P_000180,87180.00,2025-12-09,INV/2025/12221,Vendor 180 Pvt Ltd,27AAAAA4068A1ZA
P_000181,71413.00,2025-09-17,INV/2025/67535,Vendor 181 Pvt Ltd,27AAAAA9618A1Z4
P_000182,83418.00,2025-07-18,INV/2025/49929,Vendor 182 Pvt Ltd,27AAAAA1713A1ZO
P_000183,45293.00,2025-05-04,INV/2025/97068,Vendor 183 Pvt Ltd,27AAAAA2106A1ZR
P_000184,17586.00,2025-01-23,INV/2025/47176,Vendor 184 Pvt Ltd,27AAAAA6447A1Z7
P_000185,91246.00,2025-09-03,INV/2025/83802,Vendor 185 Pvt Ltd,27AAAAA8612A1ZC
P_000186,4947.00,2025-05-31,INV/2025/27422,Vendor 186 Pvt Ltd,27AAAAA8498A1ZS
P_000187,41465.00,2025-06-08,INV/2025/68552,Vendor 187 Pvt Ltd,27AAAAA1686A1Z8
P_000188,33302.00,2025-01-19,INV/2025/99735,Vendor 188 Pvt Ltd,27AAAAA8756A1ZZ
P_000189,86048.00,2025-06-19,INV/2025/36811,Vendor 189 Pvt Ltd,27AAAAA1783A1ZA
P_000190,97526.00,2025-08-14,INV/2025/51678,Vendor 190 Pvt Ltd,27AAAAA7553A1Z6
P_000191,48248.00,2025-09-23,INV/2025/35959,Vendor 191 Pvt Ltd,27AAAAA9151A1Z8
P_000192,71596.00,2025-05-31,INV/2025/43101,Vendor 192 Pvt Ltd,27AAAAA3956A1Z7
P_000193,40273.00,2025-08-17,INV/2025/79986,Vendor 193 Pvt Ltd,27AAAAA5843A1Z9
P_000194,5651.00,2025-06-30,INV/2025/81589,Vendor 194 Pvt Ltd,27AAAAA8325A1ZA
P_000195,9935.00,2025-12-10,INV/2025/84560,Vendor 195 Pvt Ltd,27AAAAA1939A1ZC
P_000196,4181.00,2025-03-15,INV/2025/80635,Vendor 196 Pvt Ltd,27AAAAA3621A1ZL
P_000197,31032.00,2025-11-27,INV/2025/49015,Vendor 197 Pvt Ltd,27AAAAA2101A1ZW
P_000198,79410.00,2025-03-20,INV/2025/90006,Vendor 198 Pvt Ltd,27AAAAA1530A1ZP
P_000199,10177.00,2025-10-21,INV/2025/19047,Vendor 199 Pvt Ltd,27AAAAA8273A1Z3
P_000200,32817.00,2025-02-28,INV/2025/4396,Vendor 200 Pvt Ltd,27AAAAA5566A1Z5
P_000201,34411.00,2025-05-14,INV/2025/93279,Vendor 201 Pvt Ltd,27AAAAA2929A1ZC
P_000202,91061.00,2025-09-09,INV/2025/27237,Vendor 202 Pvt Ltd,27AAAAA5678A1Z0
P_000203,22730.00,2026-01-01,INV/2025/59341,Vendor 203 Pvt Ltd,27AAAAA8406A1ZC
P_000204,87635.00,2025-06-27,INV/2025/94000,Vendor 204 Pvt Ltd,27AAAAA6236A1ZC
P_000205,20744.00,2025-12-31,INV/2025/94003,Vendor 205 Pvt Ltd,27AAAAA5914A1ZD
P_000206,66783.00,2025-04-25,INV/2025/16907,Vendor 206 Pvt Ltd,27AAAAA6922A1ZB
P_000207,64852.00,2025-01-14,INV/2025/48303,Vendor 207 Pvt Ltd,27AAAAA4878A1Z0
P_000208,80309.00,2025-02-14,INV/2025/9617,Vendor 208 Pvt Ltd,27AAAAA3126A1ZL
P_000209,69003.00,2025-07-30,INV/2025/54665,Vendor 209 Pvt Ltd,27AAAAA8842A1Z4
P_000210,61157.00,2025-12-15,INV/2025/68811,Vendor 210 Pvt Ltd,27AAAAA8372A1Z3
P_000211,17012.00,2025-08-10,INV/2025/66911,Vendor 211 Pvt Ltd,27AAAAA3981A1Z6
P_000212,68008.00,2025-03-20,INV/2025/40862,Vendor 212 Pvt Ltd,27AAAAA3034A1ZM
P_000213,45453.00,2025-09-23,INV/2025/38230,Vendor 213 Pvt Ltd,27AAAAA4694A1Z2
P_000214,80634.00,2025-10-01,INV/2025/13245,Vendor 214 Pvt Ltd,27AAAAA5961A1Z6
P_000215,22539.00,2025-12-04,INV/2025/82851,Vendor 215 Pvt Ltd,27AAAAA3526A1ZH
P_000216,3818.00,2025-02-11,INV/2025/6958,Vendor 216 Pvt Ltd,27AAAAA1674A1ZC
P_000217,85444.00,2025-04-18,INV/2025/75991,Vendor 217 Pvt Ltd,27AAAAA5336A1ZD
P_000218,82303.00,2025-10-07,INV/2025/38967,Vendor 218 Pvt Ltd,27AAAAA9159A1Z0
P_000219,39085.00,2025-08-21,INV/2025/10564,Vendor 219 Pvt Ltd,27AAAAA7653A1Z5
P_000220,60975.00,2025-04-15,INV/2025/45589,Vendor 220 Pvt Ltd,27AAAAA8933A1Z4
P_000221,96333.00,2025-06-26,INV/2025/53260,Vendor 221 Pvt Ltd,27AAAAA6231A1ZH
P_000222,41927.00,2025-05-04,INV/2025/62141,Vendor 222 Pvt Ltd,27AAAAA2739A1ZC
P_000223,12789.00,2025-01-26,INV/2025/39038,Vendor 223 Pvt Ltd,27AAAAA3308A1ZL
P_000224,32641.00,2025-03-23,INV/2025/43917,Vendor 224 Pvt Ltd,27AAAAA7850A1Z6
P_000225,20985.00,2025-09-13,INV/2025/68466,Vendor 225 Pvt Ltd,27AAAAA4110A1ZR
P_000226,3137.00,2025-02-16,INV/2025/52543,Vendor 226 Pvt Ltd,27AAAAA9148A1Z3
P_000227,6477.00,2025-01-26,INV/2025/37877,Vendor 227 Pvt Ltd,27AAAAA6781A1Z2
P_000228,37553.00,2025-10-02,INV/2025/2071,Vendor 228 Pvt Ltd,27AAAAA8710A1ZD
P_000229,48064.00,2025-01-24,INV/2025/53505,Vendor 229 Pvt Ltd,27AAAAA7606A1ZC
P_000230,72612.00,2025-05-28,INV/2025/10637,Vendor 230 Pvt Ltd,27AAAAA6939A1Z2
P_000231,81789.00,2025-12-15,INV/2025/81090,Vendor 231 Pvt Ltd,27AAAAA5582A1Z5
P_000232,49015.00,2025-06-23,INV/2025/74116,Vendor 232 Pvt Ltd,27AAAAA7453A1Z7
P_000233,79066.00,2025-09-18,INV/2025/53610,Vendor 233 Pvt Ltd,27AAAAA4261A1ZF
P_000234,62194.00,2025-09-23,INV/2025/60898,Vendor 234 Pvt Ltd,27AAAAA6456A1Z6
P_000235,43087.00,2025-11-10,INV/2025/42750,Vendor 235 Pvt Ltd,27AAAAA3290A1ZC
P_000236,77920.00,2025-06-22,INV/2025/67494,Vendor 236 Pvt Ltd,27AAAAA5902A1ZH
P_000237,62345.00,2025-01-09,INV/2025/49281,Vendor 237 Pvt Ltd,27AAAAA5911A1ZG
P_000238,76607.00,2025-06-07,INV/2025/96069,Vendor 238 Pvt Ltd,27AAAAA7824A1Z8
P_000239,34903.00,2025-12-02,INV/2025/76821,Vendor 239 Pvt Ltd,27AAAAA8775A1ZW
P_000240,22449.00,2025-09-26,INV/2025/83447,Vendor 240 Pvt Ltd,27AAAAA8871A1ZZ
P_000241,4238.00,2025-10-21,INV/2025/92818,Vendor 241 Pvt Ltd,27AAAAA4968A1Z1
P_000242,54990.00,2025-03-19,INV/2025/55127,Vendor 242 Pvt Ltd,27AAAAA6139A1ZA
P_000243,96547.00,2025-02-01,INV/2025/93507,Vendor 243 Pvt Ltd,27AAAAA8726A1Z5
P_000244,86899.00,2025-09-02,INV/2025/69875,Vendor 244 Pvt Ltd,27AAAAA6325A1ZE
P_000245,69978.00,2025-06-25,INV/2025/72601,Vendor 245 Pvt Ltd,27AAAAA8531A1ZA
P_000246,80063.00,2025-09-05,INV/2025/26200,Vendor 246 Pvt Ltd,27AAAAA5331A1ZI
P_000247,29573.00,2025-06-02,INV/2025/38880,Vendor 247 Pvt Ltd,27AAAAA5890A1Z2
